Review,Rating,Date,Helpful Count,source,raw_text,cleaned_text,is_relevant,exploration_signal,barriers,categories_mentioned,relevance_reason
man other websites give damaged product but blinkit does not it is very good but they increased the amount to get free delivery very goood,5,2026-07-28 06:16:06 UTC,0,play_store,man other websites give damaged product but blinkit does not it is very good but they increased the amount to get free delivery very goood,man websites give damage product blinkit good increase amount get free delivery goood,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
viraj residency near by,5,2026-07-28 06:15:22 UTC,0,play_store,viraj residency near by,viraj residency near,False,noise,,,no category-exploration signal
शानदार,5,2026-07-28 06:07:37 UTC,0,play_store,शानदार,शानदार,False,noise,,,no category-exploration signal
good ui,5,2026-07-28 06:07:35 UTC,0,play_store,good ui,good ui,False,noise,,,no category-exploration signal
rude delivery personel,3,2026-07-28 06:06:21 UTC,1,play_store,rude delivery personel,rude delivery personel,False,noise,,,no category-exploration signal
worst app did not deliver all items and also they did not refund my money. don't order bulk items from this app.,1,2026-07-28 06:05:27 UTC,0,play_store,worst app did not deliver all items and also they did not refund my money. don't order bulk items from this app.,bad app deliver item also refund money dont order bulk item app,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
nice app 🙂👍,5,2026-07-28 06:03:03 UTC,0,play_store,nice app 🙂👍,nice app,False,noise,,,short generic praise/complaint without category cues
This Company Service is Best For emergency BEAUTIFUL App,5,2026-07-28 06:00:35 UTC,0,play_store,This Company Service is Best For emergency BEAUTIFUL App,company service best emergency beautiful app,False,noise,,,no category-exploration signal
very bad . because I order something less is coming and we are paying for that items 😞 bad experience,2,2026-07-28 05:59:15 UTC,0,play_store,very bad . because I order something less is coming and we are paying for that items 😞 bad experience,bad order something less come pay item bad experience,False,noise,,,no category-exploration signal
it's really good,5,2026-07-28 05:57:33 UTC,0,play_store,it's really good,really good,False,noise,,,no category-exploration signal
nice 👍👍👍👍👍👍👍👍👍👍,5,2026-07-28 05:57:16 UTC,0,play_store,nice 👍👍👍👍👍👍👍👍👍👍,nice,False,noise,,,no category-exploration signal
very good service 👍,5,2026-07-28 05:55:58 UTC,0,play_store,very good service 👍,good service,False,noise,,,no category-exploration signal
promoting offers through third party app and not giving cashback as mentioned,1,2026-07-28 05:54:18 UTC,0,play_store,promoting offers through third party app and not giving cashback as mentioned,promote offer third party app give cashback mention,False,noise,,,no category-exploration signal
"It's good that you're providing service to the public, but there should also be an option to return goods that don't deliver, otherwise, the customer's trust will be lost, and this isn't good for business. I love blanket But the service needs to be better.",1,2026-07-28 05:54:12 UTC,0,play_store,"It's good that you're providing service to the public, but there should also be an option to return goods that don't deliver, otherwise, the customer's trust will be lost, and this isn't good for business. I love blanket But the service needs to be better.",good youre provide service public also option return good dont deliver otherwise customer trust lose isnt good business love blanket service need well,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
good job for bli plnkit people,5,2026-07-28 05:51:05 UTC,0,play_store,good job for bli plnkit people,good job bli plnkit people,False,noise,,,no category-exploration signal
"I placed a COD order for ice cream worth ₹302. At the time of delivery, I tried paying online via Google Pay. The payment initially showed as failed, so I paid ₹302 in cash to the delivery partner. However, two payments of ₹302 were deducted via Google Pay from my brother's account. I have received the refund for one, but the second payment of ₹302 is still not refunded. Since I already paid in cash, please process the refund for this extra Google Pay transaction as soon as possible",1,2026-07-28 05:50:10 UTC,0,play_store,"I placed a COD order for ice cream worth ₹302. At the time of delivery, I tried paying online via Google Pay. The payment initially showed as failed, so I paid ₹302 in cash to the delivery partner. However, two payments of ₹302 were deducted via Google Pay from my brother's account. I have received the refund for one, but the second payment of ₹302 is still not refunded. Since I already paid in cash, please process the refund for this extra Google Pay transaction as soon as possible",place cod order ice cream worth time delivery try pay online via google pay payment initially show failed pay cash delivery partner however two payment deduct via google pay brother account receive refund one second payment still refund since already pay cash please process refund extra google pay transaction soon possible,True,want_to_explore_blocked,dont_trust_quality_for_new_category,snacks,intent or category talk with friction/barrier cues
Nice 👍 hai,5,2026-07-28 05:49:10 UTC,0,play_store,Nice 👍 hai,nice hai,False,noise,,,no category-exploration signal
this is the best but it took 12 rupees handling charge which I do not understand why ?,5,2026-07-28 05:45:03 UTC,0,play_store,this is the best but it took 12 rupees handling charge which I do not understand why ?,best take 12 rupee handle charge understand,True,want_to_explore_blocked,price_uncertainty_new_category,,intent or category talk with friction/barrier cues
dry fruits items is not fresh & heavy cost,1,2026-07-28 05:43:41 UTC,0,play_store,dry fruits items is not fresh & heavy cost,dry fruit item fresh heavy cost,True,want_to_explore_blocked,dont_trust_quality_for_new_category,grocery,intent or category talk with friction/barrier cues
🤘🏾,5,2026-07-28 05:41:16 UTC,0,play_store,🤘🏾,🤘🏾,False,noise,,,no category-exploration signal
They will mention 7 days replacement in the product page but after ordering and when product does not work they will not provide replacement. scamming people. even after providing video proof they are not ready to provide replacement. scam service.,1,2026-07-28 05:40:31 UTC,0,play_store,They will mention 7 days replacement in the product page but after ordering and when product does not work they will not provide replacement. scamming people. even after providing video proof they are not ready to provide replacement. scam service.,mention 7 day replacement product page order product work provide replacement scamming people even provide video proof ready provide replacement scam service,False,noise,,,no category-exploration signal
pure product nhi bhejata missing rahata hai ab kabhi nhi mangaungi,1,2026-07-28 05:35:52 UTC,0,play_store,pure product nhi bhejata missing rahata hai ab kabhi nhi mangaungi,pure product nhi bhejata miss rahata hai ab kabhi nhi mangaungi,True,want_to_explore_blocked,assortment_gap,,intent or category talk with friction/barrier cues
it's Good 😊 I am Happy With Blenkint,5,2026-07-28 05:35:23 UTC,0,play_store,it's Good 😊 I am Happy With Blenkint,good happy blenkint,False,noise,,,no category-exploration signal
This is very useful app,5,2026-07-28 05:35:07 UTC,0,play_store,This is very useful app,useful app,False,noise,,,no category-exploration signal
the services are so poor products are missing with even payment is full,1,2026-07-28 05:32:37 UTC,1,play_store,the services are so poor products are missing with even payment is full,service poor product miss even payment full,True,want_to_explore_blocked,assortment_gap,,intent or category talk with friction/barrier cues
good ☺️,1,2026-07-28 05:32:16 UTC,0,play_store,good ☺️,good,False,noise,,,no category-exploration signal
price thoda jada le liya,5,2026-07-28 05:31:46 UTC,0,play_store,price thoda jada le liya,price thoda jada le liya,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
"too much expensive ( amazon now, zepto are better than blinkit)",1,2026-07-28 05:29:56 UTC,0,play_store,"too much expensive ( amazon now, zepto are better than blinkit)",much expensive amazon zepto well blinkit,True,want_to_explore_blocked,price_uncertainty_new_category,,intent or category talk with friction/barrier cues
very good 💯,5,2026-07-28 05:28:55 UTC,0,play_store,very good 💯,good,False,noise,,,no category-exploration signal
good service near my home,4,2026-07-28 05:23:23 UTC,0,play_store,good service near my home,good service near home,True,unclear,,home,category or barrier cues without clear funnel stage
it app is very easy to order but. I have ordered one c type connector but it's not working when i try to exchange that problem their is no option in this app and i wrote mails also they didn't resolve my issue if you want order any electronic thinks don't order others app better than this they provide return and exchange and refund also if product is not good in this add every time need to write a mail if product is not good this not good app time wast money also waste.offically uninstalling app,2,2026-07-28 05:20:43 UTC,1,play_store,it app is very easy to order but. I have ordered one c type connector but it's not working when i try to exchange that problem their is no option in this app and i wrote mails also they didn't resolve my issue if you want order any electronic thinks don't order others app better than this they provide return and exchange and refund also if product is not good in this add every time need to write a mail if product is not good this not good app time wast money also waste.offically uninstalling app,app easy order order one c type connector work try exchange problem option app write mail also didnt resolve issue want order electronic think dont order others app good provide return exchange refund also product good add every time need write mail product good good app time wast money also wasteoffically uninstalling app,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
waste customer support ... simply looting money,1,2026-07-28 05:19:34 UTC,1,play_store,waste customer support ... simply looting money,waste customer support simply loot money,False,noise,,,no category-exploration signal
very good 😊😊😊😊😊😊😊 very very happy 😊😊😊,5,2026-07-28 05:18:39 UTC,0,play_store,very good 😊😊😊😊😊😊😊 very very happy 😊😊😊,good happy,False,noise,,,no category-exploration signal
App works smoothly. Delivery is quick.,5,2026-07-28 05:17:43 UTC,0,play_store,App works smoothly. Delivery is quick.,app work smoothly delivery quick,False,noise,,,no category-exploration signal
it's very is very good but that you order something it cannot be cancelled,4,2026-07-28 05:15:15 UTC,0,play_store,it's very is very good but that you order something it cannot be cancelled,good order something cancel,False,noise,,,no category-exploration signal
this is best aap India's fastest delivery aap 👍,5,2026-07-28 05:14:35 UTC,0,play_store,this is best aap India's fastest delivery aap 👍,best aap india fast delivery aap,False,noise,,,no category-exploration signal
very nice ☺️,5,2026-07-28 05:12:34 UTC,0,play_store,very nice ☺️,nice,False,noise,,,no category-exploration signal
One thing I dont like about delivery is that the delivery persons do not wear helmet. Blinkit should make it mandatory for delivery persons to wear helmet while delivery.,3,2026-07-28 05:10:43 UTC,1,play_store,One thing I dont like about delivery is that the delivery persons do not wear helmet. Blinkit should make it mandatory for delivery persons to wear helmet while delivery.,one thing dont like delivery delivery person wear helmet blinkit make mandatory delivery person wear helmet delivery,False,noise,,,no category-exploration signal
i ordered chicken on blikit they are fully expired all expired items sending blinkit dont use The App costomor support Closing chat without resolving my solution my child food poisoning after etan chicken now at hospital dont oder at blinkit place High charges also place go market and buy,1,2026-07-28 05:10:13 UTC,0,play_store,i ordered chicken on blikit they are fully expired all expired items sending blinkit dont use The App costomor support Closing chat without resolving my solution my child food poisoning after etan chicken now at hospital dont oder at blinkit place High charges also place go market and buy,order chicken blikit fully expire expired item send blinkit dont use app costomor support close chat without resolve solution child food poison etan chicken hospital dont oder blinkit place high charge also place go market buy,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
first time order,4,2026-07-28 05:07:31 UTC,0,play_store,first time order,first time order,True,unclear,,,category or barrier cues without clear funnel stage
very good app blinkit,5,2026-07-28 05:06:15 UTC,0,play_store,very good app blinkit,good app blinkit,False,noise,,,short generic praise/complaint without category cues
fooling people by posting wrong quantities of product. customer support is also very poor,1,2026-07-28 05:04:59 UTC,0,play_store,fooling people by posting wrong quantities of product. customer support is also very poor,fool people post wrong quantity product customer support also poor,False,noise,,,no category-exploration signal
this is a nice app very best to order,5,2026-07-28 05:04:47 UTC,0,play_store,this is a nice app very best to order,nice app best order,False,noise,,,no category-exploration signal
bahut hi aacha,4,2026-07-28 05:03:58 UTC,0,play_store,bahut hi aacha,bahut hi aacha,False,noise,,,no category-exploration signal
"This app is bad, they don't take any accountability, so I ordered olive oil for my family staying in my hometown and I stay at a different place. So now they delivered the order without the cap of the bottle. My family shared images but there is no option to upload images on the customer support channel. I even mailed them the pictures and asked for a replacement but they said they can't do anything. So the final result - I have deleted my account.",1,2026-07-28 05:01:42 UTC,0,play_store,"This app is bad, they don't take any accountability, so I ordered olive oil for my family staying in my hometown and I stay at a different place. So now they delivered the order without the cap of the bottle. My family shared images but there is no option to upload images on the customer support channel. I even mailed them the pictures and asked for a replacement but they said they can't do anything. So the final result - I have deleted my account.",app bad dont take accountability order olive oil family stay hometown stay different place deliver order without cap bottle family share image option upload image customer support channel even mail picture ask replacement say cant anything final result delete account,True,unclear,,home,category or barrier cues without clear funnel stage
thenks,5,2026-07-28 05:00:05 UTC,0,play_store,thenks,thenks,False,noise,,,no category-exploration signal
it provide us damage old used products it's not worth it is very poor app I recommended do not download it stall my money,1,2026-07-28 04:59:52 UTC,0,play_store,it provide us damage old used products it's not worth it is very poor app I recommended do not download it stall my money,provide u damage old use product worth poor app recommend download stall money,False,noise,,,no category-exploration signal
it is a very nice app.. i am very satisfied 😊😊,5,2026-07-28 04:59:41 UTC,0,play_store,it is a very nice app.. i am very satisfied 😊😊,nice app satisfy,False,noise,,,no category-exploration signal
Saviour,5,2026-07-28 04:59:19 UTC,0,play_store,Saviour,saviour,False,noise,,,no category-exploration signal
The delivery is instant fast and I truly like their services..The riders are also very familiar.. A thing I would recommend is that you should focus on particular uniforms for the delivery guys ...overall it's a great choice for me..I will be glad if you'll include more and more options..I highly recommend this ...and you all are doing a great job...I'll Keep BLINKING ♥️.. Highly recommended...✨💫 Thank you 💫✨🥰..,5,2026-07-28 04:59:15 UTC,0,play_store,The delivery is instant fast and I truly like their services..The riders are also very familiar.. A thing I would recommend is that you should focus on particular uniforms for the delivery guys ...overall it's a great choice for me..I will be glad if you'll include more and more options..I highly recommend this ...and you all are doing a great job...I'll Keep BLINKING ♥️.. Highly recommended...✨💫 Thank you 💫✨🥰..,delivery instant fast truly like servicesthe rider also familiar thing would recommend focus particular uniform delivery guy overall great choice mei glad youll include optionsi highly recommend great jobill keep blinking highly recommend thank,False,noise,,,no category-exploration signal
good app for rainy season & other emergencies,5,2026-07-28 04:58:48 UTC,0,play_store,good app for rainy season & other emergencies,good app rainy season emergency,False,noise,,,no category-exploration signal
very nyc,5,2026-07-28 04:56:00 UTC,0,play_store,very nyc,nyc,False,noise,,,no category-exploration signal
please check before product missing and items is there box in 4 pcs available but girls take 2 pcs take box check and take money no return no response company,1,2026-07-28 04:47:46 UTC,0,play_store,please check before product missing and items is there box in 4 pcs available but girls take 2 pcs take box check and take money no return no response company,please check product miss item box 4 pc available girl take 2 pc take box check take money return response company,True,want_to_explore_blocked,dont_trust_quality_for_new_category|assortment_gap,,intent or category talk with friction/barrier cues
Bast For Gym person because a lots of protein intact just do anything in a blinkit,5,2026-07-28 04:46:35 UTC,0,play_store,Bast For Gym person because a lots of protein intact just do anything in a blinkit,bast gym person lot protein intact anything blinkit,False,noise,,,no category-exploration signal
Don't buy any product from Blinkit they are totally unprofessional. They don't know how to retain there loyal customer,1,2026-07-28 04:44:48 UTC,0,play_store,Don't buy any product from Blinkit they are totally unprofessional. They don't know how to retain there loyal customer,dont buy product blinkit totally unprofessional dont know retain loyal customer,False,noise,,,no category-exploration signal
Good Deleviry System,4,2026-07-28 04:43:42 UTC,0,play_store,Good Deleviry System,good deleviry system,False,noise,,,no category-exploration signal
great experience shopping with blinkit,5,2026-07-28 04:43:21 UTC,0,play_store,great experience shopping with blinkit,great experience shopping blinkit,False,noise,,,no category-exploration signal
wonderful app,5,2026-07-28 04:39:24 UTC,0,play_store,wonderful app,wonderful app,False,noise,,,no category-exploration signal
too much good,5,2026-07-28 04:38:39 UTC,0,play_store,too much good,much good,False,noise,,,no category-exploration signal
poor customer service. i have to pay two times for the same item 😠😠😠😠,1,2026-07-28 04:38:31 UTC,0,play_store,poor customer service. i have to pay two times for the same item 😠😠😠😠,poor customer service pay two time item,True,stuck_in_routine,habit_reorder_only,,routine/reorder language without exploration intent
they don't have change anytime then pls cancel the cash option,1,2026-07-28 04:30:21 UTC,0,play_store,they don't have change anytime then pls cancel the cash option,dont change anytime pls cancel cash option,True,want_to_explore_blocked,assortment_gap,,intent or category talk with friction/barrier cues
Fast and accurate door to door delivery,5,2026-07-28 04:29:04 UTC,0,play_store,Fast and accurate door to door delivery,fast accurate door door delivery,False,noise,,,no category-exploration signal
superb on dot service.,5,2026-07-28 04:28:35 UTC,0,play_store,superb on dot service.,superb dot service,False,noise,,,short generic praise/complaint without category cues
good and fast delivery,5,2026-07-28 04:26:35 UTC,0,play_store,good and fast delivery,good fast delivery,False,noise,,,no category-exploration signal
we have paid money but not got the items which were ordered,1,2026-07-28 04:22:52 UTC,0,play_store,we have paid money but not got the items which were ordered,pay money get item order,False,noise,,,no category-exploration signal
great service experience,5,2026-07-28 04:22:19 UTC,0,play_store,great service experience,great service experience,False,noise,,,no category-exploration signal
Fast service 👌🏻👍🏻,5,2026-07-28 04:20:10 UTC,0,play_store,Fast service 👌🏻👍🏻,fast service,False,noise,,,no category-exploration signal
quick service,5,2026-07-28 04:19:46 UTC,0,play_store,quick service,quick service,False,noise,,,no category-exploration signal
service is too good,5,2026-07-28 04:18:41 UTC,0,play_store,service is too good,service good,False,noise,,,no category-exploration signal
thik,5,2026-07-28 04:14:41 UTC,0,play_store,thik,thik,False,noise,,,no category-exploration signal
"Blinkit proves it all!!! My busy work schedule and my accommodation, too away from nearby shops, which don't have groceries of my preference, Blinkit provides what I wish, within the specified time. Thank you Blinkit Team Mehsana..",5,2026-07-28 04:13:56 UTC,0,play_store,"Blinkit proves it all!!! My busy work schedule and my accommodation, too away from nearby shops, which don't have groceries of my preference, Blinkit provides what I wish, within the specified time. Thank you Blinkit Team Mehsana..",blinkit prove busy work schedule accommodation away nearby shop dont grocery preference blinkit provide wish within specified time thank blinkit team mehsana,True,want_to_explore_blocked,assortment_gap,,intent or category talk with friction/barrier cues
too good and fast,5,2026-07-28 04:12:58 UTC,0,play_store,too good and fast,good fast,False,noise,,,no category-exploration signal
worst experience ever,1,2026-07-28 04:08:03 UTC,0,play_store,worst experience ever,bad experience ever,False,noise,,,no category-exploration signal
Things are available but costly,4,2026-07-28 04:05:20 UTC,0,play_store,Things are available but costly,thing available costly,True,want_to_explore_blocked,price_uncertainty_new_category,,intent or category talk with friction/barrier cues
satisfied service by blinkit,5,2026-07-28 04:05:10 UTC,0,play_store,satisfied service by blinkit,satisfied service blinkit,False,noise,,,no category-exploration signal
fine,4,2026-07-28 04:03:48 UTC,0,play_store,fine,fine,False,noise,,,no category-exploration signal
good app services,5,2026-07-28 04:03:35 UTC,0,play_store,good app services,good app service,False,noise,,,short generic praise/complaint without category cues
amazing and so good all fresh. I feel so go on go at your door step in no minutes. love Blinkit very convenient,5,2026-07-28 03:57:59 UTC,0,play_store,amazing and so good all fresh. I feel so go on go at your door step in no minutes. love Blinkit very convenient,amaze good fresh feel go go door step minute love blinkit convenient,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
thank you for everything.,5,2026-07-28 03:56:13 UTC,0,play_store,thank you for everything.,thank everything,False,noise,,,no category-exploration signal
very nice and fast delivery,5,2026-07-28 03:55:16 UTC,0,play_store,very nice and fast delivery,nice fast delivery,False,noise,,,no category-exploration signal
price high,4,2026-07-28 03:55:04 UTC,0,play_store,price high,price high,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
very nice work,5,2026-07-28 03:54:22 UTC,0,play_store,very nice work,nice work,False,noise,,,no category-exploration signal
very great app. For when we forget to bring gifts etc it's perfect. But I gave 4 stars 🌟 because it just prevents from leaving the house but it is a great app for elderly people,4,2026-07-28 03:47:33 UTC,0,play_store,very great app. For when we forget to bring gifts etc it's perfect. But I gave 4 stars 🌟 because it just prevents from leaving the house but it is a great app for elderly people,great app forget bring gift etc perfect give 4 star prevents leave house great app elderly people,False,noise,,,no category-exploration signal
its very helpful app I wish ke y sb city's me available ho kuch place ese h jha ye ab tk nhi phoch pai pls blanket do something,5,2026-07-28 03:45:57 UTC,0,play_store,its very helpful app I wish ke y sb city's me available ho kuch place ese h jha ye ab tk nhi phoch pai pls blanket do something,helpful app wish ke sb city available ho kuch place ese h jha ye ab tk nhi phoch pai pls blanket something,False,noise,,,no category-exploration signal
ek number service hai,5,2026-07-28 03:41:11 UTC,0,play_store,ek number service hai,ek number service hai,False,noise,,,no category-exploration signal
very Quick service,5,2026-07-28 03:38:06 UTC,0,play_store,very Quick service,quick service,False,noise,,,no category-exploration signal
sending faulty goods with fake promises to be replaced in 7 days after the complaint they need to video in the chat box or their system doesn't work for uploading video very bad experience with blinkit.,1,2026-07-28 03:34:31 UTC,0,play_store,sending faulty goods with fake promises to be replaced in 7 days after the complaint they need to video in the chat box or their system doesn't work for uploading video very bad experience with blinkit.,send faulty good fake promise replace 7 day complaint need video chat box system doesnt work upload video bad experience blinkit,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
Fastest delivery service in our city.👏👏👍👍🇮🇳,5,2026-07-28 03:33:15 UTC,0,play_store,Fastest delivery service in our city.👏👏👍👍🇮🇳,fast delivery service city,False,noise,,,no category-exploration signal
best service and timeing is very perfect,5,2026-07-28 03:32:33 UTC,0,play_store,best service and timeing is very perfect,best service time perfect,False,noise,,,no category-exploration signal
nicee aap,5,2026-07-28 03:27:10 UTC,0,play_store,nicee aap,nicee aap,False,noise,,,no category-exploration signal
The delivery was delayed around half an hour.,1,2026-07-28 03:26:15 UTC,0,play_store,The delivery was delayed around half an hour.,delivery delay around half hour,True,unclear,coverage_or_eta,,category or barrier cues without clear funnel stage
very poor service...we order one thing and they deliver something else,1,2026-07-28 03:21:58 UTC,0,play_store,very poor service...we order one thing and they deliver something else,poor servicewe order one thing deliver something else,False,noise,,,no category-exploration signal
Fantastic 🤩,5,2026-07-28 03:13:42 UTC,0,play_store,Fantastic 🤩,fantastic,False,noise,,,no category-exploration signal
grear work,5,2026-07-28 03:10:47 UTC,0,play_store,grear work,grear work,False,noise,,,no category-exploration signal
you are not providing offers to be applied mentioning can be applied once. Multiple times payment options should be there,2,2026-07-28 03:10:42 UTC,0,play_store,you are not providing offers to be applied mentioning can be applied once. Multiple times payment options should be there,provide offer apply mention apply multiple time payment option,False,noise,,,no category-exploration signal
good app if you have mo8,4,2026-07-28 03:10:31 UTC,0,play_store,good app if you have mo8,good app mo8,False,noise,,,no category-exploration signal
"Blinkit is genuinely one of the best things to have happened. I may not know the people behind it, but the way the business is built and the service it delivers reflects remarkable thoughtfulness, humility, and care. If Blinkit were a person, I'd see someone who leads with innovation and intelligence while always putting people first. Every interaction feels inclusive, personalized, and deeply customer-centric, making it seem as though the goal is to improve people's lives rather than profit.",5,2026-07-28 03:07:47 UTC,0,play_store,"Blinkit is genuinely one of the best things to have happened. I may not know the people behind it, but the way the business is built and the service it delivers reflects remarkable thoughtfulness, humility, and care. If Blinkit were a person, I'd see someone who leads with innovation and intelligence while always putting people first. Every interaction feels inclusive, personalized, and deeply customer-centric, making it seem as though the goal is to improve people's lives rather than profit.",blinkit genuinely one best thing happen may know people behind way business build service delivers reflect remarkable thoughtfulness humility care blinkit person id see someone lead innovation intelligence always put people first every interaction feel inclusive personalize deeply customercentric make seem though goal improve people live rather profit,True,stuck_in_routine,,,routine/reorder language without exploration intent
very late service but good quality of things,4,2026-07-28 02:59:59 UTC,0,play_store,very late service but good quality of things,late service good quality thing,True,want_to_explore_blocked,dont_trust_quality_for_new_category|coverage_or_eta,,intent or category talk with friction/barrier cues
"Mother Dairy cow Milk recieved same day expiry kab se blinkit se milk use karna suru kiya hai. No one hearing my voice. kuch bhi feedback me likho no action, no any change by blinkit.",3,2026-07-28 02:59:25 UTC,1,play_store,"Mother Dairy cow Milk recieved same day expiry kab se blinkit se milk use karna suru kiya hai. No one hearing my voice. kuch bhi feedback me likho no action, no any change by blinkit.",mother dairy cow milk recieved day expiry kab se blinkit se milk use karna suru kiya hai one hearing voice kuch bhi feedback likho action change blinkit,True,stuck_in_routine,habit_reorder_only,grocery,routine/reorder language without exploration intent
good delivery service ❤️,4,2026-07-28 02:59:24 UTC,0,play_store,good delivery service ❤️,good delivery service,False,noise,,,no category-exploration signal
"Great app,quick delivery, amazing quality products 👌",5,2026-07-28 02:58:34 UTC,0,play_store,"Great app,quick delivery, amazing quality products 👌",great appquick delivery amaze quality product,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
"very helpful But some things, like pet clothes, are not available on Blinkit.",5,2026-07-28 02:56:06 UTC,0,play_store,"very helpful But some things, like pet clothes, are not available on Blinkit.",helpful thing like pet clothes available blinkit,True,want_to_explore_blocked,coverage_or_eta|assortment_gap,pet,intent or category talk with friction/barrier cues
The service is good but pricesvare definitely higher than other players in the grocery delivery segment.,3,2026-07-28 02:49:54 UTC,1,play_store,The service is good but pricesvare definitely higher than other players in the grocery delivery segment.,service good pricesvare definitely high player grocery delivery segment,True,want_to_explore_blocked,price_uncertainty_new_category,grocery,intent or category talk with friction/barrier cues
Emargency delivery. Good support. Value for money & Friendly attitude.,5,2026-07-28 02:47:38 UTC,0,play_store,Emargency delivery. Good support. Value for money & Friendly attitude.,emargency delivery good support value money friendly attitude,False,noise,,,no category-exploration signal
worst service I have order flavour of kiwi I get tango in creatine,1,2026-07-28 02:46:27 UTC,0,play_store,worst service I have order flavour of kiwi I get tango in creatine,worst service order flavour kiwi get tango creatine,False,noise,,,no category-exploration signal
not good 👎,1,2026-07-28 02:36:59 UTC,0,play_store,not good 👎,good,False,noise,,,no category-exploration signal
I'm so happy😊,5,2026-07-28 02:35:38 UTC,0,play_store,I'm so happy😊,im happy,False,noise,,,no category-exploration signal
Some items are left out and some are in reduced weight example Vegetables you tell it is half kg but weight is 300 gms please dont cheat the consumer,2,2026-07-28 02:32:31 UTC,0,play_store,Some items are left out and some are in reduced weight example Vegetables you tell it is half kg but weight is 300 gms please dont cheat the consumer,item leave reduced weight example vegetable tell half kg weight 300 gm please dont cheat consumer,True,unclear,,grocery,category or barrier cues without clear funnel stage
woooooooow,4,2026-07-28 02:25:54 UTC,0,play_store,woooooooow,woooooooow,False,noise,,,no category-exploration signal
besttttt experience just download it and useee fast nd furious orderr bestt of all time thank youu,5,2026-07-28 02:21:10 UTC,0,play_store,besttttt experience just download it and useee fast nd furious orderr bestt of all time thank youu,besttttt experience download useee fast nd furious orderr bestt time thank youu,False,noise,,,no category-exploration signal
"Fruits and vegetables items are useless and poor quality, price are very high as market price.",1,2026-07-28 02:20:54 UTC,0,play_store,"Fruits and vegetables items are useless and poor quality, price are very high as market price.",fruit vegetable item useless poor quality price high market price,True,want_to_explore_blocked,price_uncertainty_new_category|dont_trust_quality_for_new_category,grocery,intent or category talk with friction/barrier cues
handling charge nahi lgana chahiye,4,2026-07-28 02:17:57 UTC,0,play_store,handling charge nahi lgana chahiye,handle charge nahi lgana chahiye,True,want_to_explore_blocked,price_uncertainty_new_category,,intent or category talk with friction/barrier cues
not available in my area pls blinkit available your app in our. area,1,2026-07-28 02:13:23 UTC,0,play_store,not available in my area pls blinkit available your app in our. area,available area pls blinkit available app area,True,want_to_explore_blocked,coverage_or_eta|assortment_gap,,intent or category talk with friction/barrier cues
Exceptional convenience,4,2026-07-28 02:13:04 UTC,0,play_store,Exceptional convenience,exceptional convenience,False,noise,,,no category-exploration signal
"They deliver products very late, delivery partners stops at some place, deliberately delivering late orders.",1,2026-07-28 02:12:30 UTC,0,play_store,"They deliver products very late, delivery partners stops at some place, deliberately delivering late orders.",deliver product late delivery partner stop place deliberately deliver late order,True,unclear,coverage_or_eta,,category or barrier cues without clear funnel stage
okkk,5,2026-07-28 02:10:13 UTC,0,play_store,okkk,okkk,False,noise,,,short generic praise/complaint without category cues
very useful app for urgent needs👍😍,4,2026-07-28 02:10:02 UTC,0,play_store,very useful app for urgent needs👍😍,useful app urgent need,False,noise,,,no category-exploration signal
"Grocery service is top notch but hat's off for the Ambulance service from Blinkit, keep up the good work.",5,2026-07-28 02:09:48 UTC,0,play_store,"Grocery service is top notch but hat's off for the Ambulance service from Blinkit, keep up the good work.",grocery service top notch hat ambulance service blinkit keep good work,True,unclear,,grocery|pharmacy,category or barrier cues without clear funnel stage
"blinkit is really a last minute saver app , it is the best and fast online delivery app , all the things will arrive fresh and neatly packed with maintaining the best cleanliness , thank you",5,2026-07-28 02:03:47 UTC,0,play_store,"blinkit is really a last minute saver app , it is the best and fast online delivery app , all the things will arrive fresh and neatly packed with maintaining the best cleanliness , thank you",blinkit really last minute saver app best fast online delivery app thing arrive fresh neatly pack maintain best cleanliness thank,True,want_to_explore_blocked,dont_trust_quality_for_new_category,,intent or category talk with friction/barrier cues
delivered in fast delivery staff is very humble,5,2026-07-28 01:59:18 UTC,0,play_store,delivered in fast delivery staff is very humble,deliver fast delivery staff humble,False,noise,,,no category-exploration signal
